City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Mount Gambier,-37.8333,140.7667,59.0,94,75,9.22,AU,1611942672
358,Popondetta,-8.7537,148.2534,75.9,93,98,3.27,PG,1611943142
359,Binzhou,37.3667,118.0167,44.01,54,0,1.01,CN,1611943142
360,San Miguel de Tucumán,-26.8241,-65.2226,95.04,37,0,3.98,AR,1611942500
361,Otorohanga,-38.1833,175.2,51.01,78,63,1.99,NZ,1611943142
362,Camacha,33.0833,-16.3333,62.6,77,75,9.22,PT,1611942693
363,Sines Municipality,37.9562,-8.8698,54.0,95,85,4.0,PT,1611943143
364,Itaituba,-4.2761,-55.9836,77.0,100,75,5.75,BR,1611943143
365,Richards Bay,-28.783,32.0377,72.88,87,47,2.95,ZA,1611942641
366,Oostrozebeke,50.9209,3.338,46.99,93,66,10.49,BE,1611943143
367,Moyale,3.5167,39.0584,77.97,29,3,15.41,KE,1611943143
368,Qandala,11.472,49.8728,73.78,73,6,6.76,SO,1611942630
369,Akdağmadeni,39.6603,35.8836,22.03,90,59,5.32,TR,1611943143
370,São Paulo de Olivença,-3.3783,-68.8725,86.41,68,91,2.35,BR,1611943144
371,Xingcheng,40.6167,120.7167,21.87,77,1,6.98,CN,1611943144
372,Kahului,20.8947,-156.47,69.8,78,40,12.66,US,1611942845
373,Galesong,-5.3166,119.3661,73.4,100,90,3.44,ID,1611942622
374,Tilichiki,60.4667,166.1,-6.25,92,98,9.24,RU,1611942654
375,Khanbari,27.3747,87.2039,47.48,59,14,3.94,NP,1611942974
376,Mranggen,-7.0268,110.5158,76.44,87,100,11.5,ID,1611943144
377,Pukhrāyān,26.2333,79.85,50.22,49,0,5.61,IN,1611943145
378,Puerto Carreño,6.189,-67.4859,94.71,35,89,10.76,CO,1611943145
379,Kavieng,-2.5744,150.7967,82.94,82,72,16.15,PG,1611943145
380,San Patricio,28.017,-97.5169,71.6,60,40,9.22,US,1611943000
381,Tuatapere,-46.1333,167.6833,42.87,89,28,3.33,NZ,1611943018
382,Mirny,62.5353,113.9611,-46.35,77,85,2.84,RU,1611943145
383,Zapolyarnyy,69.4154,30.8136,6.8,85,75,3.44,RU,1611943145
384,Barvikha,55.74,37.27,32.0,80,75,8.95,RU,1611943146
385,Correntina,-13.3433,-44.6367,91.02,34,34,4.14,BR,1611943146
386,Paján,-1.5667,-80.4167,84.38,65,72,6.46,EC,1611943146
387,Kirakira,-10.4544,161.9205,81.68,81,100,16.75,SB,1611943146
388,Husavik,66.0449,-17.3389,12.2,79,40,5.75,IS,1611943024
389,Bikaner,28.0167,73.3,52.54,35,0,4.7,IN,1611943146
390,Katherine,-14.4667,132.2667,78.8,83,100,8.05,AU,1611943146
391,Abomsa,9.9833,39.9833,68.99,31,0,4.81,ET,1611943147
392,Lata,40.1629,-8.3327,57.99,90,87,1.01,PT,1611942547
393,Key West,24.5557,-81.7826,68.0,72,1,13.8,US,1611942655
394,Tran,42.8353,22.6517,39.0,10,98,3.13,BG,1611943147
395,Antalaha,-14.9003,50.2788,78.17,81,94,0.98,MG,1611943147
396,Paraíso,9.8383,-83.8656,69.8,64,40,23.02,CR,1611943082
397,Tablac,17.2167,120.4833,67.91,72,2,5.61,PH,1611943147
398,Lamar,33.6668,-95.5836,51.01,70,1,6.91,US,1611943148
399,Chabahar,25.2919,60.643,68.61,52,0,5.95,IR,1611943148
400,Ketchikan,55.3422,-131.6461,30.2,80,90,7.09,US,1611943148
401,Yeppoon,-23.1333,150.7333,73.4,83,23,6.91,AU,1611943148
402,Te Anau,-45.4167,167.7167,38.25,90,15,0.94,NZ,1611943148
403,São José da Coroa Grande,-8.8978,-35.1478,81.63,73,100,10.92,BR,1611942678
404,Lázaro Cárdenas,17.9583,-102.2,84.31,51,100,5.3,MX,1611943148
405,Nazaré,-13.035,-39.0144,86.27,55,77,8.72,BR,1611943149
406,Shitanjing,39.2342,106.3439,22.71,77,1,13.2,CN,1611942997
407,Rakkestad,59.4251,11.3454,16.0,88,0,3.0,NO,1611943149
408,Bowen,-20.0167,148.2333,73.4,88,19,6.91,AU,1611942703
409,Mahon,39.8885,4.2658,60.8,67,0,6.91,ES,1611943149
410,Makkah al Mukarramah,21.4267,39.8261,70.63,54,3,12.08,SA,1611943149
411,Kerema,-7.9631,145.7785,78.46,81,100,6.08,PG,1611943149
412,La Asuncion,11.0333,-63.8628,79.48,70,17,12.35,VE,1611943149
413,Sambava,-14.2667,50.1667,79.05,78,100,1.39,MG,1611943150
414,Mikuni,36.2171,136.1519,33.8,80,75,14.97,JP,1611943150
415,Russell,32.3502,-85.1999,51.01,34,1,2.71,US,1611943150
416,Andros Town,24.7,-77.7667,68.0,60,75,14.97,BS,1611942911
417,Luganville,-15.5333,167.1667,77.81,82,99,1.86,VU,1611943150
418,Nelson Bay,-32.7167,152.15,72.0,94,100,5.75,AU,1611943151
419,Mayumba,-3.432,10.6554,79.75,85,100,8.52,GA,1611943151
420,Pemangkat,1.1667,108.9667,75.04,91,100,7.65,ID,1611943151
421,Scottsboro,34.6723,-86.0341,48.0,45,1,4.61,US,1611943152
422,Ust-Maya,60.4167,134.5333,-48.86,75,78,0.76,RU,1611942687
423,Bathsheba,13.2167,-59.5167,82.4,61,20,14.97,BB,1611942992
424,Arica,-18.475,-70.3042,75.2,60,0,16.11,CL,1611943124
425,Nālūt,30.3333,10.85,58.26,37,0,5.37,LY,1611942657
426,Qasigiannguit,68.8193,-51.1922,1.4,51,1,4.61,GL,1611943152
427,Chato,-2.6378,31.7669,70.25,70,0,0.67,TZ,1611943152
428,Coyhaique,-45.5752,-72.0662,59.0,41,40,10.36,CL,1611943152
429,Effium,6.6292,8.0593,86.45,13,15,3.13,NG,1611943153
430,Chipiona,36.7366,-6.437,59.0,88,90,3.44,ES,1611943153
431,Ambon City,-3.6954,128.1814,80.29,81,99,9.51,ID,1611943153
432,Nueva Concepción,14.2,-91.3,91.4,62,20,9.22,GT,1611943153
433,Hobyo,5.3505,48.5268,76.86,72,14,16.89,SO,1611943153
434,Jennings,38.7192,-90.2604,37.0,59,20,9.22,US,1611943153
435,Tegul'det,57.3064,88.1667,2.8,93,100,7.65,RU,1611943154
436,Passo Fundo,-28.2628,-52.4067,76.55,87,2,11.03,BR,1611943154
437,Erdenet,49.0333,104.0833,14.0,88,96,10.42,MN,1611943154
438,Asău,46.4333,26.4,37.4,75,0,10.36,RO,1611943154
439,Abu Dhabi,24.4667,54.3667,71.6,64,0,4.61,AE,1611943097
440,Dembī Dolo,8.5333,34.8,69.53,40,92,2.44,ET,1611943154
441,Ugoofaaru,5.6667,73.0,80.94,69,20,10.94,MV,1611943154
442,Comendador,18.8775,-71.7028,83.39,34,4,3.74,DO,1611943155
443,Obo,5.3998,26.4869,80.33,24,47,4.65,CF,1611943155
444,Belmonte,-15.8631,-38.8828,84.2,74,75,5.75,BR,1611943155
445,Isiro,2.7739,27.616,80.64,43,98,0.85,CD,1611942655
446,Nabire,-3.3667,135.4833,73.96,93,100,3.94,ID,1611943155
447,Moses Lake,47.1301,-119.2781,37.4,81,90,2.89,US,1611943004
448,Cairns,-16.9167,145.7667,77.0,88,75,11.5,AU,1611943063
449,Samarai,-10.6167,150.6667,82.35,74,98,7.74,PG,1611942672
450,Nzérékoré,7.7562,-8.8179,88.83,36,21,3.2,GN,1611943156
451,Baoro,5.6667,15.9667,78.85,25,29,5.14,CF,1611943156
452,Araouane,18.9048,-3.5265,77.45,16,0,7.96,ML,1611943156
453,Sitka,57.0531,-135.33,35.6,55,90,17.27,US,1611943157
454,Salmās,38.1973,44.7653,41.0,60,75,4.61,IR,1611942911
455,Camaquã,-30.8511,-51.8122,86.27,65,21,8.37,BR,1611943157
456,Mwingi,-0.9344,38.0601,67.93,84,11,2.62,KE,1611943157
457,Stantsionno-Oyashinskiy,55.4664,83.8245,17.65,97,94,11.9,RU,1611943157
458,Bend,44.0582,-121.3153,33.8,75,1,8.05,US,1611942658
459,Paraná,-31.732,-60.5238,91.04,32,31,4.52,AR,1611943158
460,Natal,-5.795,-35.2094,87.8,66,40,18.41,BR,1611942903
461,Ubari,26.5921,12.7805,57.78,40,0,6.62,LY,1611943158
462,Sun Valley,39.5963,-119.776,34.0,93,75,5.75,US,1611943158
463,Virginia Beach,36.8529,-75.978,34.0,37,40,19.57,US,1611942982
464,Aitape,-3.1374,142.3475,79.21,83,99,7.61,PG,1611943158
465,Silver City,32.7701,-108.2803,48.2,43,90,6.91,US,1611943158
466,Tonantins,-2.8731,-67.8022,86.95,67,77,3.69,BR,1611943158
467,Grand Gaube,-20.0064,57.6608,81.0,79,3,4.0,MU,1611943159
468,Moose Factory,51.2585,-80.6094,1.4,78,90,11.5,CA,1611943159
469,Indi,17.1667,75.9667,75.25,34,96,6.85,IN,1611943090
470,Crossville,35.949,-85.0269,46.0,40,1,6.91,US,1611943066
471,Biltine,14.5333,20.9167,75.16,19,48,13.87,TD,1611943159
472,Itoman,26.1247,127.6694,55.4,54,40,4.61,JP,1611943005
473,Kyabé,9.4515,18.9449,85.42,18,20,4.88,TD,1611943159
474,Micheweni,-4.9667,39.8333,80.83,79,10,16.2,TZ,1611943160
475,Khovu-Aksy,51.1333,93.6,18.54,90,100,7.07,RU,1611943160
476,Yulara,-25.2406,130.9889,80.6,61,75,17.27,AU,1611943131
477,Praia da Vitória,38.7333,-27.0667,62.6,63,20,11.41,PT,1611943160
478,Akriní,40.4333,21.9,46.0,65,100,2.3,GR,1611943160
479,Jiehu,35.5428,118.455,33.53,88,60,3.85,CN,1611943160
480,Lavrentiya,65.5833,-171.0,-16.31,82,47,14.41,RU,1611942696
481,Namatanai,-3.6667,152.4333,81.43,82,30,10.6,PG,1611943161
482,NEDJO,9.5046,35.5019,67.96,28,49,7.54,ET,1611943161
483,Buchanan,5.8808,-10.0467,87.8,70,40,10.36,LR,1611943161
484,Alofi,-19.0595,-169.9187,75.2,94,100,6.91,NU,1611942949
485,Sault Ste. Marie,46.5168,-84.3333,21.2,68,75,10.36,CA,1611943072
486,Riyadh,24.6877,46.7219,77.0,25,20,3.44,SA,1611942681
487,Aykhal,66.0,111.5,-35.95,80,46,6.42,RU,1611943161
488,Costineşti,43.95,28.6333,34.0,93,0,9.22,RO,1611943162
489,Manokwari,-0.8667,134.0833,76.96,81,100,8.84,ID,1611943115
490,Srednekolymsk,67.45,153.6833,-29.76,84,100,3.69,RU,1611943162
491,Shingū,33.7333,135.9833,34.09,83,0,8.75,JP,1611943162
492,Shenzhen,22.5455,114.0683,61.0,89,0,1.01,CN,1611943106
493,Ballachulish,56.6774,-5.1308,34.0,84,28,5.99,GB,1611943162
494,Dunda,-8.1167,34.25,66.79,89,96,2.8,TZ,1611943162
495,Kpandae,8.4689,-0.0113,95.25,24,55,2.62,GH,1611943163
496,Brownsville,25.9018,-97.4975,73.99,53,40,12.66,US,1611943163
497,Göksun,38.021,36.4973,37.4,93,40,10.36,TR,1611943163
498,Puerto Madryn,-42.7692,-65.0385,65.8,47,13,23.62,AR,1611943163
499,Zhangjiakou Shi Xuanhua Qu,40.6103,115.0447,26.55,77,0,10.58,CN,1611943163
500,Bedelē,8.456,36.353,64.06,38,42,3.53,ET,1611943164
501,Ulladulla,-35.35,150.4667,69.01,100,90,1.14,AU,1611942696
502,Forsytheganj,52.6333,29.7333,22.98,97,100,11.95,BY,1611942985
503,Vao,-22.6667,167.4833,76.66,79,84,18.28,NC,1611943164
504,Eureka,40.8021,-124.1637,43.0,94,4,4.41,US,1611942431
505,Le Port,-20.9373,55.2919,78.8,73,0,9.22,RE,1611943164
506,Armidale,-30.5167,151.65,59.0,92,40,5.88,AU,1611943165
507,Fallon,39.4735,-118.7774,33.8,100,75,4.61,US,1611943165
508,Lodja,-3.4833,23.4333,77.04,68,100,1.19,CD,1611943165
509,Beeville,28.4008,-97.7483,69.8,60,1,8.05,US,1611943107
510,Labuhan,-6.8844,112.2051,77.94,87,100,15.46,ID,1611943165
511,Wajima,37.4,136.9,31.48,94,100,27.45,JP,1611943165
512,Dafeng,23.4517,108.5881,56.3,49,0,2.35,CN,1611943165
513,Hofn,64.2539,-15.2082,26.6,74,0,6.91,IS,1611943166
514,Canavieiras,-15.675,-38.9472,84.2,74,75,5.75,BR,1611943166
515,Omsukchan,62.5333,155.8,-27.04,82,100,4.61,RU,1611943166
516,Karaton,-6.3424,106.1045,78.01,88,40,8.05,ID,1611943166
517,Yerbogachën,61.2767,108.0108,-43.76,78,42,5.08,RU,1611943166
518,Aswān,24.0934,32.907,59.31,35,0,10.16,EG,1611943166
519,Kloulklubed,7.0419,134.2556,78.8,73,75,9.22,PW,1611943167
520,Tomatlán,19.9333,-105.25,99.05,19,0,2.06,MX,1611943167
521,Vilhena,-12.7406,-60.1458,78.8,78,75,12.66,BR,1611943030
522,Pombas,17.1503,-25.0201,80.6,47,77,20.71,CV,1611943167
523,Elizabeth City,36.2946,-76.2511,34.0,34,1,24.16,US,1611942976
524,Tihuatlan,20.7167,-97.5333,64.4,94,90,11.5,MX,1611943167
525,Bimbo,4.2567,18.4158,77.0,78,40,3.44,CF,1611943168
526,Kurya,51.6003,82.2888,22.23,92,100,17.07,RU,1611943168
527,Felipe Carrillo Puerto,19.5833,-88.05,76.1,67,79,5.75,MX,1611943168
528,Ji’an,27.1172,114.9793,50.4,52,82,4.29,CN,1611943168
529,Uşak Province,38.5,29.4167,29.8,87,30,4.47,TR,1611943168
530,Kapuskasing,49.4169,-82.4331,1.4,78,100,8.05,CA,1611943168
531,Tsaratanana,-16.7833,47.65,73.67,84,91,1.66,MG,1611943169
532,Petricani,47.1667,26.4667,36.0,79,85,3.47,RO,1611943169
533,North Bend,43.4065,-124.2243,39.0,100,1,5.08,US,1611943120
534,Fort Nelson,58.8053,-122.7002,-22.0,76,40,1.68,CA,1611943169
535,Verkhniy Mamon,50.1635,40.3832,33.08,93,99,16.02,RU,1611943169
536,Qingdao,36.0986,120.3719,39.0,64,0,6.71,CN,1611943169
537,Lusambo,-4.9667,23.45,77.38,59,98,1.01,CD,1611943170
538,Tyukhtet,56.5389,89.3011,15.87,96,100,10.13,RU,1611943170
539,Kaeo,-35.1,173.7833,55.0,90,2,4.0,NZ,1611943170
540,Nichinan,31.6,131.3667,33.8,47,0,5.75,JP,1611942690
541,Grafton,42.207,-71.6856,15.01,47,1,25.32,US,1611943044
542,Spirit River,55.7833,-118.8361,-14.8,76,8,2.3,CA,1611943170
543,Kikwit,-5.041,18.8162,77.36,77,69,0.87,CD,1611943170
544,Lompoc,34.6391,-120.4579,48.2,93,90,6.91,US,1611943171
545,Faya,18.3851,42.4509,59.0,77,0,11.5,SA,1611943171
546,Matadi,-5.8167,13.45,80.17,81,89,5.26,CD,1611943171
547,Tena,-0.9833,-77.8167,87.8,62,40,8.05,EC,1611943171
548,Kawalu,-7.3817,108.2082,72.61,90,100,1.34,ID,1611943171
549,Kargasok,59.0556,80.8572,-23.42,85,33,10.16,RU,1611942702
550,Falmouth,50.1544,-5.0711,48.2,93,20,11.5,GB,1611943172
551,Tholey,49.4837,7.0369,45.0,92,99,8.01,DE,1611943172
552,Baruun-Urt,46.6806,113.2792,-16.6,79,33,2.66,MN,1611943172
553,Lugovoy,42.9472,72.7644,22.95,81,0,5.61,KZ,1611943172
554,Honningsvåg,70.9821,25.9704,19.4,86,75,11.5,NO,1611942642
555,Batagay,67.6333,134.6333,-41.93,78,100,1.3,RU,1611943172
556,Ust-Nera,64.5667,143.2,-16.24,79,100,2.71,RU,1611943173
557,Rumoi,43.9344,141.6428,26.42,94,100,8.93,JP,1611943173
558,Upata,8.0086,-62.3989,88.0,60,62,3.0,VE,1611943173
559,Sumbe,-11.2061,13.8437,78.39,77,9,9.57,AO,1611943173
560,Zemio,5.0314,25.1361,83.12,27,91,3.24,CF,1611943173
